@relation greater50k_fewattributes-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N7-F1

@attribute age numeric
@attribute education numeric
@attribute hoursWorked numeric
@attribute fiftyK {<=50K,>50K}

@data
23,10,40,<=50K
43,13,40,<=50K
41,11,55,<=50K
27,9,53,<=50K
88,15,40,<=50K
49,13,40,<=50K
75,15,35,<=50K
29,9,40,<=50K
57,6,40,<=50K
28,13,40,<=50K
47,10,40,<=50K
26,12,40,<=50K
43,6,40,<=50K
41,7,40,<=50K
56,9,38,<=50K
31,6,40,<=50K
25,13,40,<=50K
59,10,40,<=50K
33,7,40,<=50K
20,10,50,<=50K
44,10,40,<=50K
47,9,48,<=50K
43,9,45,<=50K
31,9,40,<=50K
43,10,60,<=50K
29,9,40,<=50K
52,9,38,<=50K
52,9,40,<=50K
28,13,50,<=50K
27,13,48,<=50K
36,5,50,<=50K
90,13,45,<=50K
28,13,20,<=50K
44,10,50,<=50K
24,12,40,<=50K
23,9,30,<=50K
25,9,40,<=50K
58,9,40,<=50K
27,14,25,<=50K
26,10,40,<=50K
22,10,40,<=50K
53,9,37,<=50K
45,10,40,<=50K
47,12,35,<=50K
45,9,40,<=50K
19,10,20,<=50K
47,10,35,<=50K
22,13,55,<=50K
24,10,40,<=50K
19,9,3,<=50K
42,13,40,<=50K
19,10,25,<=50K
41,9,40,<=50K
41,9,40,<=50K
47,9,25,<=50K
18,7,25,<=50K
27,7,40,<=50K
38,3,75,<=50K
46,9,40,<=50K
51,13,50,<=50K
47,11,50,<=50K
40,9,60,<=50K
25,12,40,<=50K
35,9,40,<=50K
46,9,40,<=50K
28,10,40,<=50K
17,8,8,<=50K
23,13,25,<=50K
48,6,80,<=50K
29,10,40,<=50K
35,9,43,<=50K
21,10,40,<=50K
48,7,40,<=50K
45,10,40,<=50K
25,13,55,<=50K
21,9,40,<=50K
33,8,40,<=50K
44,13,65,<=50K
49,7,40,<=50K
27,15,40,<=50K
43,9,40,<=50K
34,9,40,<=50K
21,7,40,<=50K
20,10,20,<=50K
22,10,50,<=50K
33,1,40,<=50K
18,10,20,<=50K
31,13,40,<=50K
32,9,28,<=50K
24,13,50,<=50K
31,10,32,<=50K
30,10,40,<=50K
45,8,40,<=50K
45,3,38,<=50K
70,9,5,<=50K
21,10,40,<=50K
29,10,40,<=50K
40,10,50,<=50K
22,10,50,<=50K
23,10,24,<=50K
30,9,40,<=50K
46,9,40,<=50K
19,10,14,<=50K
28,13,45,<=50K
59,12,8,<=50K
35,9,36,<=50K
37,9,40,<=50K
23,9,40,<=50K
34,9,40,<=50K
19,7,40,<=50K
44,10,40,<=50K
21,10,35,<=50K
17,7,18,<=50K
26,9,56,<=50K
18,10,25,<=50K
51,7,40,<=50K
22,10,20,<=50K
21,10,15,<=50K
64,2,53,<=50K
40,12,40,<=50K
52,9,40,<=50K
38,5,40,<=50K
18,7,55,<=50K
24,11,40,<=50K
35,7,60,<=50K
57,13,35,<=50K
22,8,40,<=50K
43,10,38,<=50K
43,9,40,<=50K
28,12,40,<=50K
35,9,30,<=50K
56,13,30,<=50K
38,9,38,<=50K
55,13,40,<=50K
30,12,40,<=50K
50,14,40,<=50K
56,9,40,<=50K
57,13,20,<=50K
51,10,75,<=50K
41,9,40,<=50K
65,9,8,<=50K
27,9,40,<=50K
23,11,40,<=50K
28,13,45,<=50K
33,2,40,<=50K
38,10,58,<=50K
22,13,40,<=50K
58,9,40,<=50K
26,5,35,<=50K
30,9,40,<=50K
20,10,20,<=50K
35,9,20,<=50K
40,14,43,<=50K
26,10,20,<=50K
35,7,40,<=50K
54,10,40,<=50K
23,9,40,<=50K
23,9,40,<=50K
35,8,50,<=50K
31,10,40,<=50K
43,9,45,<=50K
27,12,40,<=50K
51,9,40,<=50K
29,12,50,<=50K
28,9,25,<=50K
48,6,38,<=50K
19,6,30,<=50K
30,9,40,<=50K
49,2,40,<=50K
42,10,40,<=50K
43,6,42,<=50K
34,10,45,<=50K
50,14,60,<=50K
48,10,53,<=50K
19,9,30,<=50K
24,10,44,<=50K
34,10,40,<=50K
42,9,16,<=50K
40,9,45,<=50K
41,13,40,<=50K
56,5,40,<=50K
46,11,60,<=50K
57,6,40,<=50K
46,10,40,<=50K
41,9,40,<=50K
33,6,40,<=50K
46,12,40,<=50K
18,6,35,<=50K
20,5,20,<=50K
22,9,40,<=50K
43,10,50,<=50K
29,9,40,<=50K
46,7,40,<=50K
40,5,40,<=50K
54,10,48,<=50K
26,8,51,<=50K
38,9,40,<=50K
30,10,40,<=50K
30,9,40,<=50K
53,9,35,<=50K
56,10,50,<=50K
70,10,40,<=50K
46,14,40,<=50K
41,13,24,<=50K
54,9,20,<=50K
42,13,40,<=50K
25,10,40,<=50K
26,12,45,<=50K
47,11,40,<=50K
36,6,24,<=50K
23,9,25,<=50K
52,2,40,<=50K
45,9,28,<=50K
22,10,40,<=50K
34,9,25,<=50K
57,11,38,<=50K
27,10,50,<=50K
47,14,42,<=50K
25,10,40,<=50K
45,7,20,<=50K
38,10,45,<=50K
29,9,48,<=50K
45,10,40,<=50K
25,11,15,<=50K
34,9,40,<=50K
21,9,40,<=50K
64,9,45,<=50K
43,10,40,<=50K
23,9,7,<=50K
27,12,40,<=50K
37,9,40,<=50K
33,6,40,<=50K
41,9,35,<=50K
22,9,40,<=50K
23,10,40,<=50K
17,7,15,<=50K
39,5,40,<=50K
30,10,40,<=50K
20,9,28,<=50K
27,13,35,<=50K
53,10,40,<=50K
32,9,40,<=50K
47,9,35,<=50K
30,11,48,<=50K
39,13,40,<=50K
31,11,40,<=50K
19,10,40,<=50K
32,9,52,<=50K
45,10,40,<=50K
26,11,40,<=50K
42,10,40,<=50K
22,6,40,<=50K
45,10,40,<=50K
28,9,40,<=50K
26,13,30,<=50K
19,10,20,<=50K
32,9,40,<=50K
32,4,40,<=50K
21,9,16,<=50K
41,13,40,<=50K
32,13,40,<=50K
19,10,45,<=50K
21,10,40,<=50K
21,10,10,<=50K
31,9,50,<=50K
57,14,80,<=50K
40,7,35,<=50K
34,9,50,<=50K
30,13,45,<=50K
23,13,40,<=50K
66,9,40,<=50K
52,11,40,<=50K
35,9,70,<=50K
28,7,40,<=50K
46,9,40,<=50K
27,9,42,<=50K
63,10,40,<=50K
23,11,40,<=50K
22,9,20,<=50K
25,13,40,<=50K
67,7,3,<=50K
63,4,40,<=50K
51,6,40,<=50K
32,10,40,<=50K
26,12,40,<=50K
36,9,48,<=50K
54,14,40,<=50K
35,9,50,<=50K
21,10,30,<=50K
18,6,27,<=50K
40,10,20,<=50K
49,9,50,<=50K
49,9,42,<=50K
19,10,50,<=50K
34,9,40,<=50K
20,10,35,<=50K
35,7,40,<=50K
22,10,48,<=50K
20,10,20,<=50K
25,3,40,<=50K
42,10,40,<=50K
28,13,40,<=50K
34,13,30,<=50K
43,10,40,<=50K
25,12,40,<=50K
71,13,6,<=50K
36,9,40,<=50K
40,10,40,<=50K
54,10,40,<=50K
38,9,40,<=50K
40,13,40,<=50K
22,10,35,<=50K
29,9,40,<=50K
35,9,40,<=50K
47,13,40,<=50K
32,10,54,<=50K
31,9,40,<=50K
30,9,40,<=50K
52,10,40,<=50K
40,13,50,<=50K
50,4,40,<=50K
20,9,50,<=50K
31,9,55,<=50K
39,8,40,<=50K
29,9,40,<=50K
23,9,40,<=50K
60,9,40,<=50K
21,10,30,<=50K
24,4,40,<=50K
27,11,35,<=50K
22,9,40,<=50K
40,13,20,<=50K
68,13,30,<=50K
54,9,30,<=50K
38,10,45,<=50K
36,9,40,<=50K
48,9,30,<=50K
39,12,30,<=50K
30,11,40,<=50K
37,13,30,<=50K
35,9,40,<=50K
38,13,40,<=50K
38,7,60,<=50K
33,9,84,<=50K
65,11,20,<=50K
28,10,38,<=50K
31,10,35,<=50K
21,10,40,<=50K
24,6,49,<=50K
42,10,40,<=50K
22,10,40,<=50K
28,15,85,<=50K
26,10,40,<=50K
28,9,50,<=50K
49,9,40,<=50K
19,9,12,<=50K
38,11,50,<=50K
20,10,20,<=50K
27,10,60,<=50K
47,9,45,<=50K
22,6,30,<=50K
21,9,40,<=50K
40,9,40,<=50K
29,9,40,<=50K
18,10,40,<=50K
51,14,40,<=50K
45,11,40,<=50K
22,10,42,<=50K
21,10,10,<=50K
34,13,40,<=50K
47,9,9,<=50K
43,10,40,<=50K
26,10,45,<=50K
18,7,20,<=50K
17,6,15,<=50K
55,9,40,<=50K
36,9,40,<=50K
29,9,30,<=50K
42,10,30,<=50K
33,9,40,<=50K
39,14,40,<=50K
52,7,40,<=50K
32,9,40,<=50K
61,9,36,<=50K
61,10,40,<=50K
52,10,45,<=50K
23,12,40,<=50K
19,10,40,<=50K
59,9,48,<=50K
34,9,45,<=50K
59,9,40,<=50K
60,9,33,<=50K
52,5,30,<=50K
28,13,40,<=50K
41,10,80,<=50K
21,10,12,<=50K
21,10,40,<=50K
44,10,40,<=50K
39,7,40,<=50K
19,10,30,<=50K
30,13,40,<=50K
51,13,20,<=50K
46,11,45,<=50K
40,10,25,<=50K
21,12,20,<=50K
76,6,1,<=50K
58,2,38,<=50K
20,9,40,<=50K
43,9,40,<=50K
27,11,40,<=50K
29,13,40,<=50K
34,9,50,<=50K
28,9,40,<=50K
29,9,40,<=50K
22,6,40,<=50K
52,10,55,<=50K
58,9,36,<=50K
23,10,50,<=50K
27,13,40,<=50K
60,9,5,<=50K
24,9,40,<=50K
33,12,40,<=50K
31,9,40,<=50K
32,10,40,<=50K
40,13,20,<=50K
21,11,40,<=50K
35,11,50,<=50K
22,13,8,<=50K
19,9,40,<=50K
37,10,40,<=50K
39,13,40,<=50K
25,9,26,>50K
64,9,40,>50K
51,11,40,>50K
51,13,50,>50K
51,13,40,>50K
42,13,45,>50K
31,9,40,>50K
36,9,40,>50K
30,13,40,>50K
45,13,45,>50K
39,13,50,>50K
35,11,40,>50K
28,10,50,>50K
26,9,40,>50K
48,13,44,>50K
51,11,40,>50K
39,13,50,>50K
58,9,35,>50K
36,12,48,>50K
48,10,40,>50K
61,9,50,>50K
52,9,40,>50K
32,13,50,>50K
48,10,40,>50K
40,11,38,>50K
35,14,40,>50K
64,13,40,>50K
49,14,40,>50K
54,16,50,>50K
31,13,50,>50K
32,9,40,>50K
48,16,46,>50K
67,13,8,>50K
57,9,40,>50K
44,10,6,>50K
44,13,50,>50K
38,14,40,>50K
29,9,25,>50K
41,15,60,>50K
46,13,45,>50K
65,9,40,>50K
31,10,40,>50K
46,9,40,>50K
45,9,50,>50K
52,13,50,>50K
45,14,55,>50K
34,13,40,>50K
37,13,55,>50K
60,9,40,>50K
40,14,40,>50K
55,14,45,>50K
47,11,40,>50K
65,10,35,>50K
34,9,60,>50K
41,13,25,>50K
39,10,35,>50K
44,12,40,>50K
47,9,50,>50K
34,10,60,>50K
49,10,40,>50K
31,9,40,>50K
62,9,60,>50K
43,11,40,>50K
44,13,50,>50K
61,14,40,>50K
41,15,40,>50K
50,10,45,>50K
40,15,45,>50K
55,14,40,>50K
40,14,46,>50K
43,13,40,>50K
41,11,48,>50K
44,13,50,>50K
53,13,55,>50K
64,14,5,>50K
45,10,50,>50K
54,13,40,>50K
33,11,40,>50K
45,9,40,>50K
57,14,65,>50K
54,13,35,>50K
54,13,45,>50K
46,10,40,>50K
38,9,40,>50K
39,9,50,>50K
33,9,84,>50K
43,13,40,>50K
36,9,40,>50K
51,10,40,>50K
63,9,40,>50K
57,10,40,>50K
67,13,40,>50K
41,10,60,>50K
44,9,40,>50K
30,14,45,>50K
65,13,60,>50K
36,13,50,>50K
37,10,45,>50K
55,10,24,>50K
55,9,40,>50K
44,9,65,>50K
43,16,50,>50K
41,15,50,>50K
33,11,40,>50K
53,14,35,>50K
33,10,70,>50K
45,9,55,>50K
21,12,46,>50K
42,9,50,>50K
54,9,50,>50K
38,9,40,>50K
43,15,30,>50K
45,14,40,>50K
47,9,40,>50K
46,14,40,>50K
45,9,55,>50K
53,11,40,>50K
29,10,45,>50K
35,14,40,>50K
36,14,45,>50K
49,14,40,>50K
56,9,60,>50K
52,10,40,>50K
54,9,40,>50K
50,9,40,>50K
51,14,50,>50K
37,11,45,>50K
39,14,55,>50K
35,11,40,>50K
43,9,40,>50K
45,10,24,>50K
47,11,40,>50K
39,12,50,>50K
45,4,55,>50K
46,10,45,>50K
43,10,40,>50K
67,14,60,>50K
27,11,36,>50K
50,10,45,>50K
38,13,50,>50K
54,12,40,>50K
40,11,40,>50K
75,16,20,>50K
31,13,40,>50K
75,13,16,>50K
37,14,60,>50K
42,12,45,>50K
43,9,36,>50K
43,10,48,>50K

