@relation kc_house_data_2000_noMILLIONS-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rfirst-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S22-N10-F1

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute yr_built numeric
@attribute yr_renovated numeric
@attribute zipcode {98001,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199}
@attribute sqft_living15 numeric
@attribute sqft_lot15 numeric
@attribute price {'\'(-inf-259600]\'','\'(259600-444200]\'','\'(444200-628800]\'','\'(628800-813400]\'','\'(813400-inf)\''}

@data
4,2.5,2540,28563,1,3,10,2540,0,1984,0,98052,2790,20301,'\'(628800-813400]\''
4,2.25,2350,10664,1,2,7,1510,840,1952,0,98040,2350,10140,'\'(628800-813400]\''
4,2.5,2900,23488,2,3,9,2900,0,1992,0,98053,2900,34589,'\'(628800-813400]\''
4,1.75,1620,7560,1,4,7,1380,240,1947,0,98117,2170,8650,'\'(628800-813400]\''
2,1.75,1950,2719,1,5,7,1010,940,1919,0,98103,1360,1256,'\'(628800-813400]\''
3,2.75,3010,206910,2,3,10,3010,0,2001,0,98045,1580,120675,'\'(628800-813400]\''
4,2.5,2660,5608,2,3,9,2660,0,2003,0,98029,3010,5608,'\'(628800-813400]\''
4,2.25,2460,40635,1,5,8,2460,0,1968,0,98053,2250,40635,'\'(628800-813400]\''
3,2,1760,5400,1,5,7,1160,600,1927,0,98103,1640,5400,'\'(628800-813400]\''
3,2.25,2370,10289,1,4,9,1590,780,1977,0,98005,2500,10004,'\'(628800-813400]\''
6,3.5,3000,6320,2,3,8,2400,600,1969,0,98118,1720,6360,'\'(628800-813400]\''
6,2.25,2450,25600,1,3,7,1340,1110,1957,0,98008,1850,10230,'\'(628800-813400]\''
4,2.5,2380,9614,2,4,10,2380,0,1991,0,98006,2560,9770,'\'(628800-813400]\''
3,1,1270,3600,1.5,3,7,1270,0,1906,0,98119,1710,3600,'\'(628800-813400]\''
3,1.75,1560,9452,1,4,8,1560,0,1974,0,98056,2200,9985,'\'(259600-444200]\''
1,1,640,6350,1,3,5,640,0,1939,0,98117,1270,6350,'\'(259600-444200]\''
3,2,1680,5036,1,4,7,1680,0,1987,0,98055,1680,4921,'\'(259600-444200]\''
4,1.5,2040,10726,1,3,7,1380,660,1954,0,98177,1610,10020,'\'(259600-444200]\''
2,1.5,990,1380,3,3,7,990,0,2001,0,98133,1050,1380,'\'(259600-444200]\''
2,1,890,3271,1,4,6,890,0,1918,0,98116,1190,5175,'\'(259600-444200]\''
3,1,1560,7552,1,4,6,910,650,1948,0,98155,1200,8152,'\'(259600-444200]\''
3,1.5,1610,13500,1,3,7,1060,550,1970,0,98155,1540,11479,'\'(259600-444200]\''
3,1.5,1360,13496,1,4,8,1360,0,1960,0,98198,1900,10538,'\'(259600-444200]\''
3,2,1010,7380,1,3,7,1010,0,1982,0,98074,1650,9030,'\'(259600-444200]\''
4,1.5,2150,23568,1,4,7,2150,0,1950,0,98166,2150,10125,'\'(259600-444200]\''
3,1.75,1740,46580,1,4,7,1740,0,1980,0,98010,1576,54685,'\'(259600-444200]\''
4,1.5,1510,6460,1,3,7,1070,440,1970,0,98034,1450,6630,'\'(259600-444200]\''
3,1.75,1790,50529,1,5,7,1090,700,1965,0,98042,1940,50529,'\'(259600-444200]\''
2,1,1060,5703,1,4,6,1060,0,1946,0,98198,2240,4416,'\'(259600-444200]\''
2,1,620,4760,1,3,6,620,0,1941,0,98126,620,4760,'\'(259600-444200]\''
4,1,1100,5000,1.5,5,6,1100,0,1904,0,98055,1560,4838,'\'(259600-444200]\''
2,1,760,4000,1,4,6,760,0,1950,0,98108,1640,4500,'\'(259600-444200]\''
4,2.5,2156,3562,2,3,9,2156,0,2012,0,98030,1708,3539,'\'(259600-444200]\''
3,2,2270,28025,1,4,7,1920,350,1947,0,98168,1770,14833,'\'(259600-444200]\''
3,2.5,1670,5797,2,3,7,1670,0,1988,0,98030,1670,6183,'\'(259600-444200]\''
3,1,1490,57381,1.5,4,5,1490,0,1932,0,98092,1580,101529,'\'(259600-444200]\''
4,2.5,2210,17715,2,3,8,2210,0,1997,0,98030,2210,16907,'\'(259600-444200]\''
3,2.75,2090,8354,2,3,8,2090,0,2012,0,98019,2280,6348,'\'(259600-444200]\''
3,2.5,1630,10762,1,3,7,1630,0,1994,0,98011,1770,10762,'\'(259600-444200]\''
3,1,1130,12500,1.5,3,7,1130,0,1954,0,98118,2280,8750,'\'(259600-444200]\''
3,2,1970,7000,1,3,8,1970,0,1986,0,98038,1970,7365,'\'(259600-444200]\''
3,1,1160,9750,1,3,7,1160,0,1967,0,98077,1160,9650,'\'(259600-444200]\''
3,2.5,1750,22357,2,3,8,1750,0,1994,0,98045,2430,22357,'\'(259600-444200]\''
3,2.5,1840,5680,2,3,7,1840,0,2008,0,98053,1600,4697,'\'(259600-444200]\''
3,1.75,2080,7700,1,5,7,1600,480,1968,0,98056,1680,7700,'\'(259600-444200]\''
3,2.5,1570,2865,2,3,7,1570,0,2003,0,98118,1610,2582,'\'(259600-444200]\''
3,2.25,1450,7562,2,3,7,1450,0,1994,0,98056,1650,7625,'\'(259600-444200]\''
2,2,920,1201,2,3,8,800,120,2009,0,98144,1150,1161,'\'(259600-444200]\''
3,1.75,1650,9480,1,3,7,1220,430,1977,0,98034,1540,8400,'\'(259600-444200]\''
4,1.75,2510,7440,1,4,8,1290,1220,1962,0,98032,1790,8000,'\'(259600-444200]\''
3,2.5,2070,9900,1,3,8,1420,650,1979,0,98023,2070,8250,'\'(259600-444200]\''
4,2.5,1970,5106,2,3,8,1970,0,1999,0,98055,2230,5109,'\'(259600-444200]\''
3,1,1550,4160,1.5,4,6,1550,0,1926,0,98118,1590,5000,'\'(259600-444200]\''
3,1,1070,9000,1,4,7,1070,0,1950,0,98198,1840,12000,'\'(259600-444200]\''
4,2.25,2190,6800,1,5,7,1340,850,1969,0,98011,1560,7611,'\'(259600-444200]\''
3,2.5,2350,5100,2,3,8,2350,0,2003,0,98038,2350,5363,'\'(259600-444200]\''
2,2,1350,4225,1,3,8,1350,0,2003,0,98053,1660,4225,'\'(259600-444200]\''
5,2.5,2180,8240,1,4,8,1220,960,1977,0,98092,2050,7590,'\'(259600-444200]\''
4,2.5,2530,10155,2,3,8,2530,0,1998,0,98042,2330,7205,'\'(259600-444200]\''
4,1.75,1760,7300,1,3,7,880,880,1956,0,98008,1680,7500,'\'(259600-444200]\''
4,2.5,2030,4997,2,3,8,2030,0,2004,0,98031,2095,5500,'\'(259600-444200]\''
3,1,1200,10800,1,4,7,1200,0,1955,0,98006,1370,9950,'\'(259600-444200]\''
3,2,1890,14040,2,3,7,1890,0,1994,0,98019,1890,14018,'\'(259600-444200]\''
2,1,1010,3000,1,4,7,1010,0,1925,0,98045,1150,7000,'\'(259600-444200]\''
2,1,1030,4400,1,3,7,1030,0,1924,0,98117,1400,4200,'\'(444200-628800]\''
3,2.5,2110,5608,1,3,8,1340,770,2013,0,98033,2040,9363,'\'(444200-628800]\''
3,1.75,1260,3328,1,5,6,700,560,1905,0,98103,1380,3536,'\'(444200-628800]\''
3,1,1180,3400,1.5,3,8,1180,0,1907,0,98109,1440,3400,'\'(444200-628800]\''
3,1,1040,5060,1,3,7,1040,0,1941,0,98116,890,5060,'\'(444200-628800]\''
3,3.5,1590,1102,3,3,8,1590,0,2010,0,98103,1620,3166,'\'(444200-628800]\''
4,2.5,1850,11250,1.5,3,7,1210,640,1981,0,98074,1650,7623,'\'(444200-628800]\''
3,2,1720,5525,1,5,7,960,760,1941,0,98108,1760,5525,'\'(444200-628800]\''
3,0.75,920,20412,1,5,6,920,0,1950,0,98070,1162,54705,'\'(444200-628800]\''
2,1,1490,3825,1,3,7,860,630,1929,0,98117,1460,3825,'\'(444200-628800]\''
2,2,1510,4000,1,4,7,1010,500,1900,0,98103,1920,4000,'\'(444200-628800]\''
6,3.75,2740,6924,1,3,7,1640,1100,1962,0,98144,1940,6000,'\'(444200-628800]\''
3,1.75,1480,6360,1,3,7,1480,0,1954,0,98133,1480,6360,'\'(444200-628800]\''
3,2.75,1980,3128,2,4,9,1980,0,1979,0,98008,1950,2856,'\'(444200-628800]\''
3,2.5,1610,2527,2,3,9,1080,530,2005,0,98118,1610,4173,'\'(444200-628800]\''
4,2.75,3550,13938,1,5,8,2100,1450,1966,0,98188,2050,9000,'\'(444200-628800]\''
3,2,1380,5000,1.5,4,7,1380,0,1917,0,98117,1350,5000,'\'(444200-628800]\''
5,1,1710,9100,1.5,4,7,1320,390,1926,0,98126,1880,9100,'\'(444200-628800]\''
3,1.75,1900,5000,1,5,7,950,950,1951,0,98116,1770,5000,'\'(444200-628800]\''
3,1,910,5212,1,3,7,910,0,1951,0,98115,1520,6300,'\'(444200-628800]\''
3,1,1380,4000,1.5,3,7,1380,0,1910,0,98112,1690,4000,'\'(444200-628800]\''
3,2.5,1860,8060,2,4,8,1860,0,1987,0,98029,1850,4661,'\'(444200-628800]\''
4,2.25,1910,8005,1,3,8,1280,630,1960,0,98125,1860,8010,'\'(444200-628800]\''
4,3,2380,5125,1.5,4,7,1680,700,1925,0,98126,1410,5375,'\'(444200-628800]\''
4,2.5,1900,5790,2,3,8,1900,0,1994,0,98029,2030,5790,'\'(444200-628800]\''
3,2.5,2250,11632,2,3,8,2250,0,1988,0,98056,2360,11632,'\'(444200-628800]\''
4,1,1660,4704,1.5,3,7,1260,400,1930,0,98115,1360,5413,'\'(444200-628800]\''
3,2.25,2570,7242,2,3,7,2170,400,1951,1991,98125,1690,7639,'\'(444200-628800]\''
5,2.5,2970,24759,1,4,8,1670,1300,1969,0,98031,2100,21803,'\'(444200-628800]\''
3,2.5,2360,11254,1,3,9,2360,0,1990,0,98003,2390,11254,'\'(444200-628800]\''
4,1.75,1760,5356,1,4,7,920,840,1950,0,98115,1680,5184,'\'(444200-628800]\''
4,2.25,2510,9800,2,3,9,2510,0,1978,0,98072,2440,11000,'\'(444200-628800]\''
6,2.5,3300,13501,1,3,8,2060,1240,1980,0,98059,2060,8745,'\'(444200-628800]\''
4,3,2440,9600,2,5,7,2440,0,1961,0,98034,2290,9600,'\'(444200-628800]\''
3,1,1000,7636,1,2,7,1000,0,1952,0,98166,1150,7600,'\'(-inf-259600]\''
2,1,1740,8100,1,3,6,1050,690,1947,0,98168,960,8100,'\'(-inf-259600]\''
2,1,1200,9850,1,4,7,1200,0,1921,0,98002,1060,5095,'\'(-inf-259600]\''
3,1.5,1670,8230,1,5,7,1670,0,1954,0,98001,2077,4910,'\'(-inf-259600]\''
3,1,1010,8581,1,4,6,1010,0,1920,0,98002,1060,10354,'\'(-inf-259600]\''
2,1,1300,11867,1.5,4,6,1300,0,1975,0,98010,820,11867,'\'(-inf-259600]\''
3,1.75,1740,11547,1,3,7,1740,0,1954,0,98178,880,78408,'\'(-inf-259600]\''
4,2.25,1800,9350,1,3,8,1800,0,1969,0,98092,2060,8800,'\'(-inf-259600]\''
2,1,960,28717,1,4,6,960,0,1984,0,98070,1860,28717,'\'(-inf-259600]\''
3,1,1430,15246,1,4,7,980,450,1961,0,98031,1960,13068,'\'(-inf-259600]\''
3,1.5,1360,8910,2,5,7,1360,0,1949,0,98188,1220,8912,'\'(-inf-259600]\''
3,1,1250,7210,1,4,7,1250,0,1968,0,98031,1010,7210,'\'(-inf-259600]\''
3,1,1060,7473,1,3,7,1060,0,1959,0,98198,1320,7912,'\'(-inf-259600]\''
3,1.75,1760,26055,1,3,7,920,840,1979,0,98042,1350,13475,'\'(-inf-259600]\''
4,1.5,1690,11054,1,4,5,1690,0,1930,0,98055,1690,9040,'\'(-inf-259600]\''
2,1,770,10000,1,3,6,770,0,1933,0,98028,2720,8062,'\'(-inf-259600]\''
2,1.5,1070,9643,1,3,7,1070,0,1985,0,98030,1220,8386,'\'(-inf-259600]\''
3,2.5,2020,6564,1,3,7,1310,710,1994,0,98042,1710,5151,'\'(-inf-259600]\''
4,2.5,3670,315374,2,4,9,3670,0,1994,0,98077,2840,87991,'\'(813400-inf)\''
4,3.25,3330,17533,1,3,9,1750,1580,1969,0,98033,3340,12798,'\'(813400-inf)\''
4,2.5,2370,4000,1.5,5,8,1980,390,1928,0,98144,2440,5750,'\'(813400-inf)\''
2,1,1530,6350,1.5,4,7,1530,0,1923,0,98112,2640,6350,'\'(813400-inf)\''
4,2.5,2910,35679,2,4,9,2910,0,1987,0,98075,2720,36728,'\'(813400-inf)\''
3,2.5,3400,16603,2,3,10,3400,0,2000,0,98075,3400,12601,'\'(813400-inf)\''
4,3,2720,183823,2,3,8,2720,0,1975,2007,98053,2140,173804,'\'(813400-inf)\''
5,2.5,3160,11470,1,4,9,1780,1380,1971,0,98040,3260,11470,'\'(813400-inf)\''
4,2.5,2200,4000,2,5,8,1430,770,1908,0,98119,2100,4000,'\'(813400-inf)\''
